Player,Pos,Team,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24,Salary 2023-2024,Signed Using,Guaranteed,Role
Collin Sexton,SG,Cleveland Cavaliers,65.0,11.6,24.7,0.47200000000000003,2.2,5.8,0.38,9.4,18.9,0.501,5.1,6.1,0.846,1.4,3.2,4.6,4.4,1.5,0.2,3.6,3.2,30.6,108.0,118.0,21.0,65.0,2143.0,16.3,0.56,0.235,0.24600000000000002,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,2.2,0.3,2.5,0.057,0.3,-2.1,-1.8,0.1,4764960.0,4991880.0,6349671.0,0.0,0.0,0.0,1st Round Pick,9756840.0,First Unit
Cedi Osman,SF,Cleveland Cavaliers,65.0,6.8,15.5,0.43700000000000006,3.1,8.2,0.38299999999999995,3.6,7.3,0.49700000000000005,1.6,2.4,0.67,1.0,4.9,5.9,3.9,1.4,0.4,2.3,4.1,18.3,107.0,117.0,24.0,65.0,1910.0,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1.1,0.5,1.6,0.04,-1.6,-0.9,-2.6,-0.3,2907143.0,8750000.0,8050000.0,7350000.0,6650000.0,0.0,MLE,27057143.0,First Unit
Darius Garland,PG,Cleveland Cavaliers,59.0,7.5,18.6,0.401,2.8,7.9,0.355,4.7,10.7,0.434,1.7,1.9,0.875,0.7,2.2,3.0,6.1,1.1,0.1,4.0,2.5,19.4,96.0,119.0,20.0,59.0,1824.0,8.5,0.498,0.423,0.10300000000000001,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.0,-1.3,-0.035,-2.7,-2.9,-5.6,-1.7,6400920.0,6720720.0,7040880.0,8920795.0,0.0,0.0,1st Round Pick,13121640.0,First Unit
Kevin Love,PF,Cleveland Cavaliers,56.0,8.9,19.9,0.45,4.0,10.7,0.374,4.9,9.2,0.537,5.1,6.0,0.8540000000000001,1.5,13.5,15.0,4.9,0.9,0.5,3.8,2.5,27.0,112.0,113.0,31.0,56.0,1780.0,17.9,0.599,0.536,0.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.2,3.8,0.102,2.6,-0.6,2.1,1.8,28900000.0,31300000.0,31300000.0,28900000.0,0.0,0.0,Bird Rights,120400000.0,First Unit
Tristan Thompson,C,Cleveland Cavaliers,51.0,8.1,15.9,0.512,0.3,0.7,0.391,7.9,15.2,0.518,2.8,4.6,0.615,6.4,9.9,16.3,3.4,0.9,1.4,2.9,3.5,19.3,112.0,114.0,28.0,57.0,1721.0,16.8,0.54,0.040999999999999995,0.28600000000000003,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.085,-0.2,-1.3,-1.5,0.2,18539130.0,0.0,0.0,0.0,0.0,0.0,Bird Rights,18539130.0,First Unit
Kyle Lowry,PG,Toronto Raptors,52.0,7.8,18.6,0.41700000000000004,3.8,10.8,0.354,3.9,7.8,0.505,6.4,7.4,0.861,0.8,5.5,6.3,10.0,1.8,0.6,3.9,4.2,25.8,117.0,107.0,33.0,52.0,1901.0,17.9,0.589,0.583,0.39899999999999997,1.7,12.0,7.0,31.0,1.8,1.1,15.0,23.1,4.1,2.8,6.9,0.17300000000000001,2.5,0.7,3.2,2.5,33296296.0,30000000.0,0.0,0.0,0.0,0.0,Bird Rights,63296296.0,First Unit
OG Anunoby,SF,Toronto Raptors,62.0,6.7,13.3,0.507,2.1,5.4,0.381,4.7,7.8,0.593,1.5,2.2,0.6859999999999999,1.9,6.7,8.6,2.5,2.2,1.1,1.9,3.9,17.0,113.0,104.0,22.0,63.0,1897.0,13.2,0.598,0.408,0.163,4.2,14.6,9.5,7.5,2.2,2.1,11.7,14.4,1.8,3.3,5.1,0.13,-0.9,1.8,0.9,1.4,2281800.0,3872215.0,0.0,0.0,0.0,0.0,1st Round Pick,6154015.0,First Unit
Pascal Siakam,PF,Toronto Raptors,53.0,11.6,25.4,0.45899999999999996,2.9,8.1,0.359,8.7,17.2,0.506,5.6,7.0,0.8,1.4,8.7,10.1,4.8,1.3,1.2,3.3,3.8,31.8,108.0,105.0,25.0,53.0,1882.0,18.7,0.5589999999999999,0.32,0.275,3.3,18.8,11.2,17.0,1.3,2.5,10.5,28.5,2.0,3.2,5.2,0.133,1.7,0.5,2.2,2.0,2351839.0,29000000.0,31320000.0,33640000.0,35960000.0,0.0,1st Round pick,132271839.0,First Unit
Fred VanVleet,PG,Toronto Raptors,48.0,8.0,19.5,0.409,3.6,9.4,0.38799999999999996,4.3,10.1,0.43,3.9,4.6,0.843,0.5,4.5,5.0,8.8,2.5,0.4,3.1,3.3,23.5,111.0,106.0,25.0,48.0,1719.0,16.0,0.546,0.48200000000000004,0.237,1.1,9.7,5.5,27.4,2.5,0.7,12.4,22.0,2.2,2.7,4.9,0.136,1.0,1.3,2.3,1.8,9000000.0,0.0,0.0,0.0,0.0,0.0,Bird Rights,9000000.0,First Unit
Serge Ibaka,C,Toronto Raptors,27.0,11.2,21.6,0.518,2.3,5.8,0.39799999999999996,8.9,15.8,0.562,3.1,4.1,0.748,3.6,10.7,14.3,2.5,0.8,1.5,3.5,4.8,27.8,110.0,104.0,30.0,50.0,1377.0,18.0,0.593,0.266,0.191,8.2,23.3,15.9,8.8,0.8,2.9,12.9,24.1,1.5,2.4,3.9,0.136,0.5,-0.1,0.4,0.9,23271604.0,0.0,0.0,0.0,0.0,0.0,Cap space,23271604.0,First Unit
Bradley Beal,SG,Washington Wizards,57.0,13.5,29.6,0.455,3.9,10.9,0.353,9.6,18.7,0.515,8.8,10.4,0.8420000000000001,1.2,4.3,5.5,7.9,1.6,0.5,4.4,2.9,39.6,113.0,117.0,26.0,57.0,2053.0,23.1,0.579,0.369,0.35100000000000003,2.7,10.6,6.5,29.1,1.6,1.0,11.4,34.4,4.6,0.5,5.1,0.11900000000000001,5.3,-2.4,2.9,2.5,27093019.0,28751775.0,34502130.0,37262300.0,0.0,0.0,Cap Space,90346924.0,First Unit
Dāvis Bertāns,PF,Washington Wizards,4.0,7.8,18.0,0.434,5.9,13.9,0.424,1.9,4.1,0.47100000000000003,3.1,3.6,0.852,1.0,6.2,7.2,2.7,1.1,1.0,1.7,4.1,24.6,120.0,117.0,27.0,54.0,1583.0,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.3,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.106,2.7,-1.8,0.9,1.1,7000000.0,0.0,0.0,0.0,0.0,0.0,Early Bird Rights,7000000.0,First Unit
Ish Smith,PG,Washington Wizards,19.0,7.8,17.3,0.451,1.6,4.5,0.36700000000000005,6.2,12.8,0.48,1.4,2.1,0.6859999999999999,0.8,4.8,5.6,8.5,1.5,0.7,2.3,2.5,18.6,109.0,117.0,31.0,60.0,1570.0,13.8,0.512,0.258,0.12,1.9,11.7,6.6,25.9,1.5,1.3,11.2,18.3,1.3,0.4,1.7,0.053,-0.3,-1.1,-1.4,0.2,5853659.0,6146341.0,0.0,0.0,0.0,0.0,MLE,12000000.0,First Unit
Rui Hachimura,PF,Washington Wizards,41.0,8.4,17.5,0.478,0.8,2.8,0.27399999999999997,7.6,14.7,0.517,3.5,4.3,0.8290000000000001,2.4,7.1,9.5,2.7,1.3,0.3,1.6,3.4,21.0,112.0,117.0,21.0,41.0,1217.0,13.9,0.5429999999999999,0.16,0.243,5.5,17.4,11.2,8.3,1.3,0.5,7.5,18.7,1.3,0.4,1.7,0.066,-1.1,-1.9,-3.0,-0.3,4469160.0,4692840.0,4916160.0,6263188.0,0.0,0.0,1st Round Pick,9162000.0,First Unit
Isaac Bonga,SF,Washington Wizards,41.0,4.4,8.4,0.522,1.0,2.5,0.4,3.4,5.9,0.574,2.4,2.9,0.813,2.8,5.6,8.3,2.8,1.7,1.0,1.9,6.2,12.1,121.0,116.0,20.0,58.0,1025.0,10.7,0.627,0.299,0.348,6.3,13.6,9.8,7.7,1.7,1.8,16.2,10.3,1.3,0.4,1.7,0.081,-2.4,0.0,-2.4,-0.1,1416852.0,1663861.0,0.0,0.0,0.0,0.0,NaN,1416852.0,First Unit
Jayson Tatum,PF,Boston Celtics,59.0,11.8,26.3,0.44799999999999995,4.0,9.9,0.39799999999999996,7.9,16.4,0.479,5.3,6.6,0.8059999999999999,1.3,8.5,9.9,4.1,2.0,1.3,3.1,2.9,32.9,110.0,105.0,21.0,59.0,2043.0,20.3,0.562,0.377,0.251,3.0,18.8,11.0,14.0,2.0,2.4,9.7,28.6,2.9,3.4,6.2,0.147,3.3,0.6,3.9,3.0,7830000.0,9897120.0,0.0,0.0,0.0,0.0,1st Round Pick,17727120.0,First Unit
Marcus Smart,SG,Boston Celtics,39.0,6.7,17.8,0.38,3.6,10.3,0.348,3.1,7.4,0.424,3.0,3.6,0.835,1.1,4.6,5.7,7.2,2.4,0.8,2.5,4.0,20.1,110.0,107.0,25.0,53.0,1721.0,14.0,0.519,0.5820000000000001,0.201,2.5,10.1,6.4,21.0,2.4,1.5,11.5,19.3,1.7,2.4,4.1,0.115,0.2,1.3,1.6,1.5,12553471.0,13446428.0,14339285.0,0.0,0.0,0.0,NaN,40339184.0,First Unit
Jaylen Brown,SF,Boston Celtics,50.0,10.7,21.9,0.49,3.0,8.0,0.381,7.7,14.0,0.552,4.5,6.1,0.736,1.5,7.5,9.0,3.1,1.6,0.5,3.3,4.3,29.0,111.0,108.0,23.0,50.0,1702.0,17.1,0.589,0.364,0.28,3.4,16.5,10.0,10.2,1.6,0.9,11.8,24.7,2.1,2.3,4.5,0.126,1.0,-0.1,0.9,1.2,6534829.0,22991071.0,24830357.0,26669643.0,28508929.0,0.0,1st Rd pick,109534829.0,First Unit
Kemba Walker,PG,Boston Celtics,50.0,10.6,25.3,0.42100000000000004,5.0,13.3,0.377,5.6,12.0,0.47,5.9,6.8,0.867,1.0,5.2,6.2,7.5,1.4,0.8,3.3,2.3,32.2,115.0,109.0,29.0,50.0,1592.0,20.2,0.569,0.526,0.27,2.2,11.4,6.9,24.6,1.4,1.5,10.3,27.8,3.5,1.9,5.4,0.163,5.0,-0.2,4.7,2.7,32742000.0,34379100.0,36016200.0,37653300.0,0.0,0.0,NaN,103137300.0,First Unit
Gordon Hayward,SF,Boston Celtics,45.0,9.8,19.6,0.502,2.4,6.1,0.392,7.4,13.5,0.5529999999999999,3.0,3.6,0.847,1.4,8.0,9.5,6.0,1.1,0.6,2.5,2.6,25.1,118.0,108.0,29.0,45.0,1501.0,18.2,0.593,0.311,0.183,3.2,17.6,10.5,19.0,1.1,1.2,10.8,20.9,3.1,1.9,5.0,0.16,2.6,0.3,2.9,1.8,32700690.0,34187085.0,0.0,0.0,0.0,0.0,Cap space,32700690.0,First Unit
Zach LaVine,SG,Chicago Bulls,60.0,12.5,27.7,0.45,4.3,11.2,0.38,8.2,16.5,0.49700000000000005,6.2,7.7,0.802,0.9,5.7,6.7,5.9,2.0,0.6,4.8,3.0,35.3,106.0,110.0,24.0,60.0,2085.0,19.5,0.568,0.40399999999999997,0.27899999999999997,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,1.8,2.2,4.0,0.092,3.3,-0.8,2.5,2.4,19500000.0,19500000.0,19500000.0,0.0,0.0,0.0,NaN,58500000.0,First Unit
Tomáš Satoranský,PG,Chicago Bulls,64.0,6.1,14.1,0.43,1.6,5.1,0.322,4.4,9.0,0.491,2.7,3.1,0.8759999999999999,1.9,4.6,6.5,9.1,2.1,0.2,3.3,3.5,16.5,111.0,112.0,28.0,65.0,1878.0,13.5,0.5329999999999999,0.361,0.22,4.3,11.0,7.5,27.1,2.1,0.4,17.7,16.7,1.8,1.7,3.5,0.09,-1.0,-0.2,-1.2,0.4,10000000.0,10000000.0,10000000.0,0.0,0.0,0.0,NaN,25000000.0,First Unit
Coby White,SG,Chicago Bulls,1.0,9.0,22.8,0.39399999999999996,3.8,10.8,0.354,5.2,12.0,0.43,2.9,3.7,0.7909999999999999,0.8,5.8,6.6,5.0,1.4,0.2,3.1,3.4,24.7,100.0,112.0,19.0,65.0,1674.0,11.9,0.506,0.475,0.163,1.8,14.0,7.6,16.5,1.4,0.3,11.4,24.4,-0.4,1.4,0.9,0.026000000000000002,-1.2,-1.6,-2.8,-0.3,5307120.0,5572680.0,5837760.0,7413955.0,0.0,0.0,1st Round Pick,10879800.0,First Unit
Thaddeus Young,PF,Chicago Bulls,16.0,8.1,18.2,0.44799999999999995,2.4,6.7,0.35600000000000004,5.8,11.5,0.501,1.3,2.2,0.583,2.8,6.7,9.5,3.5,2.8,0.7,3.1,4.1,20.0,101.0,108.0,31.0,64.0,1591.0,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.057999999999999996,-1.4,0.2,-1.1,0.4,12900000.0,13545000.0,14190000.0,0.0,0.0,0.0,NaN,32445000.0,First Unit
Lauri Markkanen,PF,Chicago Bulls,50.0,8.1,19.1,0.425,3.5,10.2,0.344,4.6,8.8,0.518,4.1,4.9,0.8240000000000001,1.9,8.2,10.1,2.4,1.4,0.7,2.6,3.1,23.8,108.0,110.0,22.0,50.0,1492.0,14.3,0.56,0.536,0.259,4.2,19.7,11.6,7.6,1.4,1.5,11.0,21.1,1.1,1.6,2.6,0.084,0.2,-0.8,-0.5,0.5,5300400.0,6731508.0,0.0,0.0,0.0,0.0,1st Round Pick,12031908.0,First Unit
Bam Adebayo,PF,Miami Heat,65.0,8.9,15.7,0.5670000000000001,0.0,0.3,0.077,8.9,15.5,0.5760000000000001,5.2,7.5,0.69,3.6,11.3,15.0,7.3,1.7,1.9,4.0,3.6,23.1,117.0,106.0,22.0,65.0,2235.0,20.6,0.606,0.018000000000000002,0.47600000000000003,8.7,25.0,17.2,23.6,1.7,3.8,17.5,20.8,4.6,3.6,8.1,0.175,1.6,2.1,3.6,3.2,3454080.0,5115492.0,0.0,0.0,0.0,0.0,1st Round Pick,8569572.0,First Unit
Duncan Robinson,SF,Miami Heat,60.0,7.2,15.4,0.467,6.1,13.6,0.44799999999999995,1.1,1.8,0.614,1.2,1.3,0.9059999999999999,0.2,5.1,5.3,2.3,0.9,0.4,1.5,4.5,21.7,122.0,113.0,25.0,65.0,1949.0,12.8,0.6779999999999999,0.8859999999999999,0.086,0.5,11.2,6.1,7.0,0.9,0.8,8.6,15.8,3.2,1.5,4.7,0.11599999999999999,1.2,-0.9,0.3,1.1,1416852.0,1663861.0,0.0,0.0,0.0,0.0,NaN,1416852.0,First Unit
Jimmy Butler,SF,Miami Heat,54.0,8.7,19.1,0.45399999999999996,0.8,3.1,0.248,7.9,16.0,0.494,10.8,13.0,0.833,2.6,6.9,9.5,8.7,2.4,0.8,3.1,2.0,28.9,123.0,108.0,30.0,54.0,1851.0,23.4,0.583,0.162,0.679,6.2,15.2,10.9,28.1,2.4,1.6,11.2,25.2,6.0,2.5,8.5,0.21899999999999997,4.0,1.3,5.2,3.4,32742000.0,34379100.0,36016200.0,37653300.0,0.0,0.0,NaN,103137300.0,First Unit
Kendrick Nunn,SG,Miami Heat,62.0,10.1,22.5,0.44799999999999995,3.5,9.6,0.36200000000000004,6.6,12.9,0.512,2.0,2.4,0.8370000000000001,0.5,3.9,4.5,5.6,1.4,0.3,2.7,3.8,25.7,106.0,113.0,24.0,62.0,1846.0,13.5,0.545,0.426,0.10800000000000001,1.2,8.7,5.1,18.7,1.4,0.6,10.2,23.7,1.0,1.4,2.4,0.064,-0.7,-1.3,-2.0,0.0,1416852.0,1663861.0,0.0,0.0,0.0,0.0,NaN,1416852.0,First Unit
Goran Dragić,PG,Miami Heat,1.0,9.3,21.2,0.43700000000000006,3.8,10.0,0.377,5.5,11.2,0.491,5.4,7.1,0.769,0.8,4.5,5.3,8.7,1.0,0.3,4.3,3.4,27.7,110.0,113.0,33.0,54.0,1531.0,15.9,0.5710000000000001,0.47200000000000003,0.33299999999999996,2.0,9.9,6.1,28.6,1.0,0.5,14.9,25.7,2.0,1.1,3.0,0.095,1.4,-1.9,-0.5,0.6,19217900.0,0.0,0.0,0.0,0.0,0.0,Bird Rights,19217900.0,First Unit
Domantas Sabonis,C,Indiana Pacers,62.0,10.3,19.1,0.54,0.4,1.5,0.254,10.0,17.6,0.565,4.8,6.7,0.723,4.3,13.1,17.4,7.0,1.1,0.7,3.8,4.4,25.9,115.0,106.0,23.0,62.0,2159.0,20.7,0.586,0.079,0.349,9.7,29.5,19.7,21.7,1.1,1.2,14.8,23.4,4.2,3.3,7.6,0.168,2.1,1.1,3.2,2.9,3529555.0,17187500.0,18562500.0,19937500.0,21312500.0,0.0,1st Round pick,80529555.0,First Unit
T.J. Warren,SF,Indiana Pacers,61.0,11.3,21.3,0.529,1.7,4.5,0.375,9.6,16.8,0.5710000000000001,3.7,4.6,0.812,1.5,4.4,5.9,2.1,1.7,0.7,1.9,4.2,28.0,115.0,110.0,26.0,61.0,1984.0,17.2,0.599,0.212,0.214,3.4,10.0,6.7,6.8,1.7,1.2,7.5,22.8,3.1,2.2,5.3,0.129,0.4,-0.2,0.2,1.1,10810000.0,11750000.0,12690000.0,0.0,0.0,0.0,1st Round Pick,35250000.0,First Unit
Myles Turner,C,Indiana Pacers,55.0,7.0,15.5,0.451,2.3,6.9,0.336,4.7,8.6,0.542,3.2,4.3,0.75,2.1,8.7,10.8,1.8,1.3,3.6,2.0,4.1,19.5,108.0,105.0,23.0,55.0,1628.0,14.7,0.561,0.44299999999999995,0.27899999999999997,4.8,19.5,12.2,5.1,1.3,6.5,10.5,17.5,1.0,2.8,3.7,0.111,-0.9,1.1,0.2,0.9,18000000.0,18000000.0,18000000.0,18000000.0,0.0,0.0,1st round pick,72000000.0,First Unit
Justin Holiday,SG,Indiana Pacers,2.0,5.7,13.0,0.44,3.7,8.7,0.424,2.0,4.3,0.47200000000000003,1.4,1.8,0.78,0.9,5.3,6.2,2.6,2.3,1.3,1.2,3.6,16.5,116.0,108.0,30.0,65.0,1617.0,12.7,0.598,0.667,0.13699999999999998,2.1,11.9,7.0,7.1,2.3,2.3,8.0,13.5,1.7,2.2,4.0,0.11699999999999999,0.0,1.7,1.6,1.5,4767000.0,0.0,0.0,0.0,0.0,0.0,Room Exception,4767000.0,First Unit
Malcolm Brogdon,PG,Indiana Pacers,48.0,9.6,21.8,0.439,2.0,6.5,0.313,7.5,15.4,0.491,4.8,5.4,0.895,1.3,6.2,7.5,11.4,1.1,0.3,3.8,2.9,25.9,110.0,111.0,27.0,48.0,1472.0,17.8,0.537,0.29600000000000004,0.24600000000000002,3.0,13.8,8.5,34.5,1.1,0.5,13.6,25.2,2.0,1.4,3.5,0.113,2.2,-0.5,1.7,1.4,20000000.0,20700000.0,21700000.0,22600000.0,0.0,0.0,NaN,85000000.0,First Unit
Spencer Dinwiddie,SG,Brooklyn Nets,49.0,10.1,24.3,0.415,2.9,9.5,0.308,7.2,14.8,0.485,8.3,10.6,0.778,0.8,4.5,5.3,10.3,1.0,0.5,4.1,4.3,31.4,111.0,112.0,26.0,64.0,1994.0,17.9,0.541,0.392,0.43700000000000006,1.7,9.5,5.7,35.6,1.0,0.9,12.5,29.2,3.4,1.7,5.1,0.12300000000000001,2.6,-0.8,1.7,1.9,10600000.0,11400000.0,12300000.0,0.0,0.0,0.0,Minimum Salary,22000000.0,First Unit
Joe Harris,SF,Brooklyn Nets,63.0,8.1,17.2,0.47100000000000003,3.7,9.0,0.41200000000000003,4.4,8.2,0.536,1.5,2.0,0.747,1.5,5.2,6.6,3.2,0.9,0.4,2.3,3.4,21.4,112.0,112.0,28.0,63.0,1946.0,12.7,0.5920000000000001,0.523,0.11800000000000001,3.3,10.9,7.2,10.3,0.9,0.7,11.1,17.9,2.1,1.7,3.8,0.094,0.0,-0.5,-0.5,0.8,7670000.0,0.0,0.0,0.0,0.0,0.0,Early Bird Rights,7670000.0,First Unit
Jarrett Allen,C,Brooklyn Nets,58.0,7.7,11.9,0.6459999999999999,0.0,0.1,0.0,7.7,11.8,0.654,4.2,6.8,0.62,5.6,11.8,17.4,2.4,1.1,2.4,2.1,4.1,19.6,130.0,105.0,21.0,64.0,1647.0,20.3,0.6579999999999999,0.012,0.574,12.5,25.0,18.9,7.8,1.1,4.3,12.2,15.0,4.3,2.8,7.1,0.207,1.0,1.1,2.1,1.7,2376840.0,3909902.0,0.0,0.0,0.0,0.0,1st Round Pick,6286742.0,First Unit
Garrett Temple,SG,Brooklyn Nets,31.0,6.1,16.1,0.37799999999999995,3.4,10.6,0.324,2.6,5.5,0.483,1.7,2.2,0.767,0.9,5.0,5.8,4.3,1.3,0.8,1.7,2.9,17.3,105.0,110.0,33.0,55.0,1547.0,10.3,0.507,0.66,0.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,0.5,1.6,2.1,0.065,-1.5,0.4,-1.1,0.4,4767000.0,5005350.0,0.0,0.0,0.0,0.0,Room Exception,4767000.0,First Unit
DeAndre Jordan,C,Brooklyn Nets,6.0,7.3,11.0,0.6659999999999999,0.0,0.0,,7.3,11.0,0.6659999999999999,3.2,4.7,0.68,5.4,16.1,21.6,4.0,0.7,2.0,2.8,4.4,17.9,128.0,104.0,31.0,56.0,1234.0,20.0,0.682,0.0,0.425,12.1,34.2,23.4,12.8,0.7,3.5,17.8,14.1,3.0,2.3,5.3,0.204,1.1,1.8,2.8,1.5,9881598.0,10375678.0,9881598.0,9821842.0,0.0,0.0,NaN,39960716.0,First Unit
Devonte' Graham,PG,Charlotte Hornets,53.0,8.3,21.8,0.382,4.9,13.3,0.373,3.4,8.6,0.397,4.3,5.3,0.82,1.0,3.9,4.8,10.7,1.4,0.3,4.1,2.6,25.9,109.0,116.0,24.0,63.0,2211.0,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.5,0.9,3.4,0.073,2.6,-2.1,0.5,1.4,1416852.0,1663861.0,0.0,0.0,0.0,0.0,MLE,1416852.0,First Unit
Terry Rozier,PG,Charlotte Hornets,63.0,9.2,21.8,0.423,4.0,9.8,0.40700000000000003,5.2,12.0,0.436,3.8,4.4,0.8740000000000001,1.2,5.2,6.4,6.0,1.4,0.2,3.3,2.9,26.3,108.0,115.0,25.0,63.0,2164.0,14.9,0.5529999999999999,0.45,0.20199999999999999,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3.0,0.067,0.8,-1.3,-0.4,0.8,19894737.0,18900000.0,17905263.0,0.0,0.0,0.0,NaN,56700000.0,First Unit
Miles Bridges,SF,Charlotte Hornets,64.0,8.0,18.9,0.424,2.5,7.5,0.33,5.5,11.4,0.486,2.7,3.3,0.809,2.2,6.9,9.1,2.9,1.0,1.2,2.4,3.3,21.2,103.0,114.0,21.0,65.0,1995.0,12.1,0.52,0.39799999999999996,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.038,-1.5,-1.0,-2.5,-0.3,3755400.0,3934320.0,5421493.0,0.0,0.0,0.0,1st Round Pick,7689720.0,First Unit
P.J. Washington,PF,Charlotte Hornets,57.0,7.6,16.8,0.455,2.4,6.6,0.374,5.2,10.2,0.507,2.5,3.9,0.647,1.7,7.3,9.0,3.5,1.5,1.3,2.6,4.5,20.2,105.0,112.0,21.0,58.0,1759.0,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.4,2.0,0.054000000000000006,-1.7,0.1,-1.6,0.2,3831840.0,4023600.0,4215120.0,5808435.0,0.0,0.0,1st Round Pick,7855440.0,First Unit
Cody Zeller,C,Charlotte Hornets,39.0,9.4,17.9,0.524,0.7,2.8,0.24,8.7,15.1,0.5770000000000001,4.6,6.7,0.682,6.0,9.4,15.4,3.3,1.5,0.9,2.8,5.2,24.0,116.0,111.0,27.0,58.0,1341.0,18.8,0.5760000000000001,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2.4,1.2,3.6,0.129,0.2,-0.8,-0.6,0.5,14471910.0,15415730.0,0.0,0.0,0.0,0.0,1st Round Pick,29887640.0,First Unit
Evan Fournier,SG,Orlando Magic,61.0,10.3,22.0,0.47,4.2,10.3,0.406,6.1,11.7,0.525,4.2,5.2,0.82,0.4,3.5,4.0,4.9,1.8,0.4,3.0,3.7,29.0,112.0,112.0,27.0,61.0,1931.0,16.7,0.599,0.467,0.23600000000000002,0.9,8.1,4.4,16.5,1.8,0.7,11.1,24.2,2.7,1.7,4.4,0.11,1.5,-0.3,1.2,1.6,17000000.0,17000000.0,0.0,0.0,0.0,0.0,Cap Space,17000000.0,First Unit
Aaron Gordon,PF,Orlando Magic,58.0,8.0,18.5,0.433,1.7,5.8,0.301,6.3,12.8,0.49200000000000005,3.5,5.2,0.675,2.6,8.6,11.2,5.5,1.3,0.9,2.4,3.0,21.2,107.0,110.0,24.0,58.0,1914.0,14.8,0.511,0.311,0.28,5.6,19.6,12.4,17.2,1.3,1.7,10.3,20.6,1.2,2.2,3.3,0.084,-0.3,0.1,-0.3,0.8,19863636.0,18136364.0,16409091.0,0.0,0.0,0.0,NaN,54409091.0,First Unit
Markelle Fultz,PG,Orlando Magic,59.0,8.6,18.2,0.473,0.8,3.2,0.254,7.8,15.0,0.52,2.7,3.8,0.723,0.9,4.8,5.7,9.0,2.2,0.3,3.5,3.4,20.8,105.0,110.0,21.0,64.0,1813.0,14.4,0.523,0.175,0.209,2.0,10.9,6.3,28.8,2.2,0.5,15.1,20.7,0.8,1.9,2.7,0.071,-1.9,0.2,-1.7,0.1,9745200.0,12288697.0,0.0,0.0,0.0,0.0,1st Round Pick,22033897.0,First Unit
Nikola Vučević,C,Orlando Magic,54.0,11.8,25.2,0.47,2.3,6.9,0.32899999999999996,9.6,18.3,0.523,3.2,4.0,0.7809999999999999,3.6,12.9,16.5,5.6,1.3,1.3,2.1,3.3,29.1,113.0,107.0,29.0,54.0,1763.0,21.6,0.54,0.27399999999999997,0.16,7.6,29.4,18.1,20.0,1.3,2.4,7.3,25.8,2.9,2.6,5.5,0.15,3.4,0.6,4.0,2.7,28000000.0,26000000.0,24000000.0,22000000.0,0.0,0.0,NaN,100000000.0,First Unit
Terrence Ross,SG,Orlando Magic,0.0,9.0,22.0,0.40700000000000003,4.6,12.9,0.35700000000000004,4.4,9.2,0.47700000000000004,3.9,4.6,0.845,0.4,5.4,5.8,2.1,2.0,0.6,1.8,2.7,26.3,106.0,110.0,28.0,63.0,1723.0,14.2,0.5479999999999999,0.584,0.207,0.8,12.3,6.3,6.8,2.0,1.2,6.8,22.8,1.0,1.8,2.9,0.08,0.0,-0.3,-0.4,0.7,12500000.0,13500000.0,12500000.0,11500000.0,0.0,0.0,NaN,50000000.0,First Unit
Julius Randle,PF,New York Knicks,64.0,10.8,23.5,0.46,1.5,5.4,0.27699999999999997,9.3,18.1,0.515,6.0,8.2,0.733,3.5,11.0,14.6,4.6,1.2,0.5,4.5,4.2,29.2,105.0,112.0,25.0,64.0,2080.0,17.5,0.5379999999999999,0.23,0.35,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,1.0,1.7,2.7,0.062,0.7,-1.0,-0.3,0.9,18000000.0,18900000.0,19800000.0,0.0,0.0,0.0,NaN,40900000.0,First Unit
