Player,Pos,Team,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24,Salary 2023-2024,Signed Using,Guaranteed,Role
Derrick Walton,PG,Detroit Pistons,0.0,1.9,5.7,0.33299999999999996,1.9,5.7,0.33299999999999996,0.0,0.0,,0.0,0.0,,0.0,1.9,1.9,9.5,5.7,0.0,1.9,3.8,5.7,117.0,107.0,24.0,3.0,26.0,11.3,0.5,1.0,0.0,0.0,4.4,2.2,24.8,5.7,0.0,25.0,6.7,0.0,0.0,0.1,0.10400000000000001,-2.8,4.6,1.8,0.0,81678.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,81678.0,Third Unit
Kyle O'Quinn,C,Philadelphia 76ers,1.0,6.6,13.6,0.486,1.3,4.3,0.304,5.3,9.2,0.5710000000000001,1.9,3.6,0.526,6.0,12.4,18.5,6.6,0.9,4.1,3.4,6.6,16.4,113.0,103.0,29.0,26.0,258.0,18.1,0.541,0.319,0.264,13.7,28.3,21.0,19.1,0.9,7.3,18.3,16.5,0.3,0.5,0.8,0.155,-0.7,2.2,1.5,0.2,2028594.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2028594.0,Third Unit
Alec Burks,SG,Philadelphia 76ers,0.0,8.5,21.9,0.39,3.5,10.7,0.327,5.0,11.2,0.451,5.3,5.9,0.889,1.3,6.6,7.9,4.4,1.8,0.0,2.0,2.8,25.8,109.0,110.0,28.0,11.0,222.0,14.9,0.527,0.49,0.27,3.0,14.9,9.0,13.4,1.8,0.0,7.4,23.5,0.2,0.2,0.5,0.10300000000000001,-0.2,-1.5,-1.7,0.0,2320044.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2320044.0,Third Unit
Norvel Pelle,C,Philadelphia 76ers,0.0,4.9,9.6,0.514,0.0,0.0,,4.9,9.6,0.514,1.6,3.3,0.5,4.4,12.0,16.4,1.9,0.3,6.8,3.5,10.6,11.5,96.0,101.0,26.0,20.0,178.0,11.2,0.521,0.0,0.34299999999999997,9.9,27.3,18.6,5.3,0.3,12.0,24.4,12.9,-0.1,0.4,0.3,0.08199999999999999,-7.1,3.1,-4.1,-0.1,350189.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,350189.0,Third Unit
Zhaire Smith,SG,Philadelphia 76ers,0.0,4.6,16.7,0.273,0.0,4.6,0.0,4.6,12.1,0.375,3.0,6.1,0.5,0.0,3.0,3.0,3.0,4.6,0.0,3.0,6.1,12.1,65.0,105.0,20.0,7.0,32.0,1.1,0.313,0.273,0.364,0.0,6.9,3.5,8.3,4.6,0.0,13.6,19.9,-0.1,0.1,-0.1,-0.11800000000000001,-10.8,0.8,-10.0,-0.1,3058800.0,3204600.0,4915856.0,0.0,0.0,0.0,1st Round Pick,6263400.0,Third Unit
Jonah Bolden,PF,Philadelphia 76ers,0.0,6.9,10.4,0.667,0.0,3.5,0.0,6.9,6.9,1.0,0.0,6.9,0.0,0.0,3.5,3.5,0.0,3.5,0.0,6.9,13.9,13.9,56.0,107.0,24.0,4.0,14.0,-2.0,0.515,0.33299999999999996,0.667,0.0,7.9,3.9,0.0,3.5,0.0,34.0,18.1,-0.1,0.0,0.0,-0.147,-13.9,-0.7,-14.7,0.0,1698450.0,0.0,0.0,0.0,0.0,0.0,NaN,1698450.0,Third Unit
Boban Marjanović,C,Dallas Mavericks,2.0,13.8,24.9,0.555,0.6,2.2,0.267,13.2,22.7,0.5820000000000001,5.2,6.8,0.7659999999999999,7.6,14.4,22.0,1.9,1.0,1.0,3.7,6.8,33.3,117.0,107.0,31.0,37.0,337.0,24.5,0.599,0.087,0.272,16.8,30.5,23.7,6.7,1.0,1.8,11.8,27.9,0.8,0.5,1.3,0.184,1.7,-1.7,0.0,0.2,3500000.0,3500000.0,0.0,0.0,0.0,0.0,Bi-Annual Exception,7000000.0,Third Unit
Ryan Broekhoff,SG,Dallas Mavericks,1.0,5.9,15.9,0.373,5.4,13.7,0.392,0.5,2.2,0.25,1.9,2.2,0.875,1.3,10.2,11.6,3.0,1.3,1.1,1.6,4.0,19.1,115.0,109.0,29.0,17.0,180.0,13.1,0.568,0.8640000000000001,0.136,3.0,21.7,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.11599999999999999,0.4,0.4,0.9,0.1,1443842.0,0.0,0.0,0.0,0.0,0.0,NaN,1443842.0,Third Unit
Willie Cauley-Stein,C,Dallas Mavericks,2.0,9.6,13.9,0.6890000000000001,0.0,0.3,0.0,9.6,13.6,0.705,1.5,2.8,0.556,4.0,14.5,18.5,3.1,1.2,3.4,1.5,5.9,20.7,136.0,103.0,26.0,13.0,157.0,22.3,0.684,0.022000000000000002,0.2,8.8,30.7,20.0,9.6,1.2,5.9,9.3,14.7,0.5,0.3,0.8,0.23,1.0,2.3,3.2,0.2,2177483.0,2286357.0,0.0,0.0,0.0,0.0,MLE,2177483.0,Third Unit
Michael Kidd-Gilchrist,SF,Dallas Mavericks,0.0,0.7,4.8,0.14300000000000002,0.0,2.0,0.0,0.7,2.7,0.25,1.4,1.4,1.0,2.0,11.6,13.6,2.0,1.4,1.4,4.1,9.5,2.7,56.0,107.0,26.0,9.0,71.0,-0.1,0.254,0.429,0.28600000000000003,4.5,24.6,14.7,5.0,1.4,2.4,43.2,8.4,-0.2,0.1,-0.1,-0.055,-9.7,0.8,-8.9,-0.1,810763.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,810763.0,Third Unit
Keita Bates-Diop,SF,Denver Nuggets,0.0,5.2,5.2,1.0,0.0,0.0,,5.2,5.2,1.0,7.8,10.4,0.75,0.0,5.2,5.2,0.0,0.0,2.6,0.0,5.2,18.2,193.0,112.0,24.0,2.0,19.0,15.8,0.9309999999999999,0.0,2.0,0.0,11.7,5.9,0.0,0.0,4.8,0.0,8.6,0.1,0.0,0.1,0.218,0.0,0.1,0.0,0.0,1416852.0,1663861.0,0.0,0.0,0.0,0.0,MLE,1416852.0,Third Unit
Noah Vonleh,PF,Denver Nuggets,0.0,8.7,8.7,1.0,2.9,2.9,1.0,5.8,5.8,1.0,2.9,5.8,0.5,8.7,11.6,20.3,2.9,0.0,0.0,5.8,5.8,23.2,133.0,112.0,24.0,4.0,17.0,22.0,1.031,0.33299999999999996,0.667,19.6,26.2,22.9,8.6,0.0,0.0,34.0,15.0,0.1,0.0,0.1,0.185,4.3,-1.6,2.7,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,MLE,2000000.0,Third Unit
Dragan Bender,SF,Golden State Warriors,3.0,7.6,17.4,0.43700000000000006,2.7,8.3,0.324,4.9,9.1,0.541,2.0,2.7,0.727,3.9,9.1,13.0,4.7,1.0,1.0,3.9,6.4,19.9,101.0,114.0,22.0,9.0,195.0,12.1,0.534,0.479,0.155,8.6,21.3,14.7,15.2,1.0,1.8,17.4,20.1,0.0,0.1,0.1,0.027000000000000003,-2.4,-1.3,-3.6,-0.1,94851.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,94851.0,Third Unit
Stephen Curry,PG,Golden State Warriors,5.0,11.4,28.2,0.402,4.1,16.9,0.245,7.2,11.4,0.636,9.0,9.0,1.0,1.4,7.6,9.0,11.4,1.7,0.7,5.5,3.8,35.8,109.0,113.0,31.0,5.0,139.0,21.7,0.557,0.598,0.317,3.0,17.8,10.1,42.3,1.7,1.3,14.6,33.6,0.2,0.1,0.3,0.10400000000000001,4.5,-0.6,3.9,0.2,40231758.0,43006362.0,45780966.0,0.0,0.0,0.0,Bird Rights,129019086.0,Third Unit
Alen Smailagić,PF,Golden State Warriors,0.0,6.9,13.8,0.5,1.0,4.5,0.231,5.9,9.3,0.63,5.5,6.5,0.8420000000000001,3.4,5.9,9.3,4.5,1.0,1.4,3.8,4.8,20.3,112.0,115.0,19.0,14.0,139.0,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,0.2,0.1,0.2,0.081,-1.3,-0.8,-2.1,0.0,898310.0,1517981.0,1782621.0,1930681.0,0.0,0.0,MLE,2415891.0,Third Unit
Jeremy Pargo,PG,Golden State Warriors,0.0,12.0,23.9,0.5,3.3,7.6,0.429,8.7,16.3,0.5329999999999999,0.0,1.1,0.0,1.1,2.2,3.3,8.7,1.1,0.0,4.4,8.7,27.2,103.0,119.0,33.0,3.0,44.0,12.7,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,0.0,0.0,0.0,0.011000000000000001,-2.8,-3.1,-5.9,0.0,91557.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,91557.0,Third Unit
Zach Norvell,SG,Golden State Warriors,0.0,4.0,14.6,0.273,4.0,10.6,0.375,0.0,4.0,0.0,1.3,1.3,1.0,0.0,6.6,6.6,4.0,2.7,0.0,4.0,5.3,13.3,78.0,113.0,22.0,3.0,36.0,3.7,0.43700000000000006,0.727,0.091,0.0,15.6,7.5,11.7,2.7,0.0,20.8,17.1,-0.1,0.0,-0.1,-0.075,-6.7,-1.1,-7.7,-0.1,50752.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,50752.0,Third Unit
Tyson Chandler,C,Houston Rockets,5.0,3.0,3.8,0.778,0.0,0.0,,3.0,3.8,0.778,1.3,2.8,0.462,5.3,8.7,14.0,1.3,1.3,1.7,1.7,6.8,7.2,135.0,109.0,37.0,26.0,219.0,10.8,0.7170000000000001,0.0,0.722,11.9,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.13,-2.5,1.1,-1.4,0.0,2564753.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2564753.0,Third Unit
Gary Clark,PF,Houston Rockets,0.0,5.0,12.9,0.39,3.9,11.2,0.353,1.1,1.8,0.625,1.3,1.5,0.857,2.4,6.4,8.8,2.6,0.4,1.5,0.4,4.6,15.3,127.0,113.0,25.0,18.0,212.0,11.9,0.564,0.8640000000000001,0.11900000000000001,5.4,14.4,9.9,7.6,0.4,2.8,3.1,12.5,0.4,0.2,0.6,0.126,0.4,-0.9,-0.5,0.1,708426.0,0.0,0.0,0.0,0.0,0.0,NaN,708426.0,Third Unit
Jeff Green,PF,Houston Rockets,0.0,9.5,15.3,0.621,3.2,7.9,0.41200000000000003,6.2,7.4,0.8440000000000001,1.8,2.3,0.8,2.1,5.3,7.4,2.8,2.1,1.2,2.1,4.4,24.0,135.0,110.0,33.0,10.0,201.0,20.0,0.7390000000000001,0.515,0.152,4.7,12.1,8.3,9.2,2.1,2.1,11.3,16.3,0.6,0.2,0.8,0.201,3.5,0.4,3.9,0.3,144901.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,144901.0,Third Unit
DeMarre Carroll,SF,Houston Rockets,0.0,5.8,12.1,0.48,1.9,6.8,0.28600000000000003,3.9,5.3,0.727,5.8,7.7,0.75,1.9,5.8,7.7,3.4,1.0,1.0,2.9,3.9,19.4,118.0,112.0,33.0,6.0,96.0,13.5,0.624,0.56,0.64,4.3,13.2,8.7,10.0,1.0,1.8,15.8,16.4,0.2,0.1,0.2,0.11599999999999999,0.3,-1.1,-0.8,0.0,811447.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,811447.0,Third Unit
Bruno Caboclo,SF,Houston Rockets,0.0,6.6,13.3,0.5,0.0,5.0,0.0,6.6,8.3,0.8,3.3,3.3,1.0,8.3,6.6,14.9,3.3,3.3,6.6,3.3,3.3,16.6,119.0,100.0,24.0,5.0,28.0,23.6,0.563,0.375,0.25,18.6,15.1,16.9,10.1,3.3,12.2,18.4,16.0,0.1,0.1,0.1,0.2,2.5,3.2,5.7,0.1,1845301.0,0.0,0.0,0.0,0.0,0.0,NaN,1845301.0,Third Unit
Ryan Anderson,PF,Houston Rockets,0.0,6.6,23.2,0.28600000000000003,3.3,16.6,0.2,3.3,6.6,0.5,0.0,0.0,,0.0,23.2,23.2,6.6,3.3,0.0,3.3,3.3,16.6,78.0,98.0,31.0,2.0,14.0,9.5,0.35700000000000004,0.7140000000000001,0.0,0.0,52.8,26.2,20.1,3.3,0.0,12.5,23.6,0.0,0.0,0.0,-0.031,-4.1,0.7,-3.4,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,NaN,500000.0,Third Unit
Terance Mann,SG,Los Angeles Clippers,6.0,3.8,9.4,0.40700000000000003,0.5,2.1,0.25,3.3,7.3,0.452,1.6,2.1,0.75,0.7,5.0,5.7,6.6,1.4,0.9,2.4,6.3,9.7,101.0,109.0,23.0,35.0,271.0,7.1,0.47200000000000003,0.222,0.222,1.6,10.8,6.3,17.9,1.4,1.6,19.1,11.2,0.0,0.3,0.3,0.057,-4.7,1.2,-3.5,-0.1,1000000.0,1517984.0,1782621.0,1930681.0,0.0,0.0,NaN,2517984.0,Third Unit
Reggie Jackson,PG,Los Angeles Clippers,1.0,8.4,15.9,0.525,3.8,8.4,0.452,4.6,7.5,0.607,2.4,2.7,0.9,1.1,5.9,7.0,7.8,0.5,1.1,4.6,5.1,22.9,118.0,110.0,29.0,9.0,175.0,15.6,0.67,0.525,0.16899999999999998,2.4,12.7,7.7,24.2,0.5,2.0,21.1,19.1,0.3,0.2,0.5,0.142,2.1,0.6,2.8,0.2,734025.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,734025.0,Third Unit
Mfiondu Kabengele,C,Los Angeles Clippers,0.0,10.3,23.6,0.43799999999999994,6.6,14.7,0.45,3.7,8.8,0.41700000000000004,3.7,3.7,1.0,0.7,7.4,8.1,1.5,1.5,1.5,1.5,6.6,30.9,119.0,106.0,22.0,12.0,64.0,18.2,0.614,0.625,0.156,1.7,15.7,8.9,4.9,1.5,2.7,5.5,23.5,0.1,0.1,0.2,0.175,2.2,-0.1,2.1,0.1,1977000.0,2075880.0,2174880.0,3923484.0,0.0,0.0,1st Round Pick,4052880.0,Third Unit
Quinn Cook,PG,Los Angeles Lakers,0.0,8.8,20.1,0.439,2.9,7.7,0.379,5.9,12.4,0.47700000000000004,0.7,1.0,0.667,0.8,3.8,4.7,4.7,1.3,0.1,2.9,2.7,21.3,100.0,110.0,26.0,38.0,409.0,10.5,0.517,0.382,0.052000000000000005,1.9,8.6,5.3,13.9,1.3,0.2,12.4,20.8,-0.1,0.4,0.4,0.043,-2.3,-1.0,-3.3,-0.1,3000000.0,3000000.0,0.0,0.0,0.0,0.0,NaN,4000000.0,Third Unit
Jared Dudley,SF,Los Angeles Lakers,1.0,3.1,7.7,0.4,2.4,5.2,0.47100000000000003,0.6,2.4,0.25,0.3,0.3,1.0,0.8,5.8,6.6,2.9,1.8,0.5,0.9,5.5,8.9,118.0,107.0,34.0,40.0,311.0,7.4,0.57,0.68,0.04,1.8,13.0,7.5,7.4,1.8,0.8,10.5,7.7,0.2,0.4,0.7,0.10300000000000001,-2.7,2.0,-0.7,0.1,2564753.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2564753.0,Third Unit
Markieff Morris,PF,Los Angeles Lakers,0.0,5.6,14.5,0.389,2.4,8.5,0.28600000000000003,3.2,6.0,0.5329999999999999,1.6,1.6,1.0,4.0,6.5,10.5,2.0,0.8,1.6,2.0,6.5,15.3,106.0,108.0,30.0,8.0,118.0,9.8,0.503,0.583,0.111,9.5,14.4,12.0,5.5,0.8,3.0,11.7,15.3,0.1,0.2,0.2,0.086,-2.5,0.1,-2.4,0.0,1750000.0,0.0,0.0,0.0,0.0,0.0,DPE,1750000.0,Third Unit
Talen Horton-Tucker,SG,Los Angeles Lakers,0.0,0.0,9.5,0.0,0.0,9.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,19.0,9.5,0.0,0.0,0.0,0.0,93.0,94.0,19.0,2.0,5.0,14.8,0.0,1.0,0.0,0.0,0.0,0.0,44.9,9.5,0.0,0.0,8.4,0.0,0.0,0.0,0.11,0.6,7.2,7.8,0.0,898310.0,1517981.0,0.0,0.0,0.0,0.0,Minimum Salary,2416291.0,Third Unit
Jordan Bell,PF,Memphis Grizzlies,0.0,6.7,15.6,0.429,4.4,6.7,0.667,2.2,8.9,0.25,4.4,4.4,1.0,4.4,2.2,6.7,4.4,2.2,0.0,6.7,4.4,22.2,103.0,113.0,25.0,2.0,21.0,12.6,0.635,0.429,0.28600000000000003,10.2,4.9,7.5,12.8,2.2,0.0,27.6,21.5,0.0,0.0,0.0,0.046,-0.4,-1.1,-1.5,0.0,1620564.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1620564.0,Third Unit
Jarrod Uthoff,SF,Memphis Grizzlies,0.0,3.3,23.3,0.14300000000000002,0.0,13.3,0.0,3.3,10.0,0.33299999999999996,6.7,6.7,1.0,3.3,0.0,3.3,0.0,3.3,0.0,0.0,3.3,13.3,67.0,112.0,26.0,4.0,14.0,-0.1,0.254,0.5710000000000001,0.28600000000000003,7.6,0.0,3.7,0.0,3.3,0.0,0.0,23.4,-0.1,0.0,0.0,-0.16699999999999998,-11.0,-2.5,-13.5,0.0,81678.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,81678.0,Third Unit
Dusty Hannahs,SG,Memphis Grizzlies,0.0,14.4,32.3,0.444,7.2,10.8,0.667,7.2,21.6,0.33299999999999996,7.2,7.2,1.0,0.0,3.6,3.6,0.0,0.0,0.0,0.0,3.6,43.1,120.0,118.0,26.0,2.0,13.0,21.3,0.607,0.33299999999999996,0.222,0.0,7.9,4.0,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.146,5.2,-2.1,3.1,0.0,81678.0,0.0,0.0,0.0,0.0,0.0,NaN,81678.0,Third Unit
Jarred Vanderbilt,PF,Minnesota Timberwolves,0.0,0.0,9.3,0.0,0.0,9.3,0.0,0.0,0.0,,18.6,18.6,1.0,0.0,9.3,9.3,0.0,0.0,0.0,0.0,0.0,18.6,124.0,116.0,20.0,2.0,5.0,11.1,0.532,1.0,2.0,0.0,21.9,10.6,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,0.10400000000000001,-2.8,-2.8,-5.6,0.0,1416852.0,1663861.0,0.0,0.0,0.0,0.0,Cap Space,1416852.0,Third Unit
Jacob Evans,SG,Minnesota Timberwolves,0.0,0.0,11.6,0.0,0.0,11.6,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,22.0,2.0,4.0,-9.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,-0.264,-10.4,-5.6,-16.0,0.0,1925880.0,2017320.0,3641263.0,0.0,0.0,0.0,1st Round Pick,3943200.0,Third Unit
Zion Williamson,PF,New Orleans Pelicans,19.0,14.1,23.9,0.589,0.5,1.1,0.462,13.6,22.8,0.595,8.0,12.4,0.645,4.5,6.1,10.5,3.4,1.3,0.7,4.2,2.6,36.6,116.0,113.0,19.0,19.0,565.0,24.2,0.624,0.045,0.521,10.2,13.9,12.0,12.6,1.3,1.3,12.4,29.6,1.3,0.4,1.8,0.149,3.5,-1.1,2.4,0.6,9757440.0,10245480.0,10733400.0,13534817.0,0.0,0.0,1st Round Pick,20002920.0,Third Unit
Nickeil Alexander-Walker,SG,New Orleans Pelicans,0.0,7.1,20.9,0.33899999999999997,3.7,10.8,0.342,3.4,10.1,0.336,1.6,2.6,0.607,0.7,6.6,7.4,6.8,1.0,0.6,3.7,4.2,19.5,91.0,113.0,21.0,41.0,501.0,7.6,0.441,0.515,0.12300000000000001,1.7,15.2,8.4,20.3,1.0,1.2,14.3,22.8,-0.7,0.4,-0.4,-0.034,-3.5,-1.4,-4.9,-0.4,2964840.0,3113160.0,3261480.0,5009633.0,0.0,0.0,1st Round Pick,6078000.0,Third Unit
Jahlil Okafor,C,New Orleans Pelicans,9.0,9.6,15.7,0.611,0.1,0.2,0.5,9.5,15.5,0.613,4.0,6.3,0.638,5.0,8.0,13.0,3.9,0.8,2.1,3.9,6.9,23.3,116.0,111.0,24.0,28.0,424.0,17.8,0.631,0.013999999999999999,0.40299999999999997,11.4,18.2,14.8,12.6,0.8,3.7,17.5,19.8,0.7,0.4,1.1,0.129,-0.8,0.6,-0.2,0.2,1702486.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,1702486.0,Third Unit
Deonte Burton,SG,Oklahoma City Thunder,0.0,6.7,18.0,0.371,1.7,7.9,0.217,5.0,10.1,0.49200000000000005,1.0,2.1,0.5,1.0,7.2,8.2,1.9,0.9,1.7,2.4,4.8,16.1,83.0,110.0,26.0,34.0,284.0,5.9,0.426,0.43799999999999994,0.114,2.4,15.9,9.4,5.6,0.9,3.0,11.3,19.3,-0.6,0.3,-0.3,-0.046,-5.5,-0.4,-5.8,-0.3,1416852.0,0.0,0.0,0.0,0.0,0.0,NaN,1416852.0,Third Unit
Isaiah Roby,SF,Oklahoma City Thunder,0.0,0.0,4.4,0.0,0.0,0.0,,0.0,4.4,0.0,0.0,0.0,,0.0,8.9,8.9,0.0,0.0,0.0,4.4,4.4,0.0,0.0,113.0,21.0,3.0,11.0,-7.7,0.0,0.0,0.0,0.0,19.5,10.1,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.191,-12.0,-3.5,-15.5,0.0,1500000.0,1517981.0,1782621.0,1930681.0,0.0,0.0,MLE,3017981.0,Third Unit
Cheick Diallo,C,Phoenix Suns,2.0,9.0,13.9,0.65,0.1,0.2,0.5,8.9,13.7,0.652,3.2,3.8,0.865,2.8,10.0,12.9,2.2,1.0,1.2,3.0,5.5,21.4,119.0,111.0,23.0,44.0,467.0,16.3,0.688,0.015,0.27,6.5,24.1,15.1,7.2,1.0,2.3,16.4,16.7,0.8,0.5,1.3,0.129,-1.1,-0.3,-1.4,0.1,1678854.0,1824003.0,0.0,0.0,0.0,0.0,Minimum Salary,1678854.0,Third Unit
Ty Jerome,PG,Phoenix Suns,0.0,5.6,15.9,0.349,2.0,7.1,0.27699999999999997,3.6,8.9,0.40700000000000003,1.7,2.1,0.7859999999999999,0.9,5.3,6.2,6.5,2.1,0.5,2.7,4.2,14.7,93.0,112.0,22.0,28.0,315.0,8.1,0.43700000000000006,0.44299999999999995,0.132,2.1,12.6,7.2,18.8,2.1,0.8,13.8,17.6,-0.3,0.3,0.0,-0.002,-3.9,0.0,-3.8,-0.1,2193480.0,2303040.0,2412840.0,4220057.0,0.0,0.0,1st Round Pick,4496520.0,Third Unit
Jonah Bolden,PF,Phoenix Suns,0.0,2.9,11.5,0.25,0.0,4.3,0.0,2.9,7.2,0.4,2.9,2.9,1.0,4.3,7.2,11.5,0.0,2.9,2.9,0.0,8.6,8.6,93.0,106.0,24.0,3.0,33.0,7.9,0.33799999999999997,0.375,0.25,9.9,17.2,13.5,0.0,2.9,5.3,0.0,11.4,0.0,0.1,0.0,0.051,-6.6,0.1,-6.5,0.0,81678.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,81678.0,Third Unit
Jalen Lecque,PG,Phoenix Suns,0.0,7.3,18.2,0.4,0.0,7.3,0.0,7.3,10.9,0.667,3.6,3.6,1.0,0.0,0.0,0.0,3.6,0.0,0.0,1.8,3.6,18.2,94.0,120.0,19.0,4.0,26.0,5.0,0.46,0.4,0.2,0.0,0.0,0.0,11.1,0.0,0.0,8.4,19.4,0.0,0.0,0.0,-0.042,-5.7,-3.6,-9.3,0.0,898310.0,1517981.0,1782621.0,1930681.0,0.0,0.0,NaN,2416291.0,Third Unit
Zach Collins,PF,Portland Trail Blazers,3.0,5.0,10.5,0.474,1.7,3.9,0.429,3.3,6.7,0.5,3.3,3.3,1.0,2.2,4.4,6.7,3.3,0.0,1.1,3.3,6.1,15.0,112.0,119.0,22.0,3.0,86.0,9.0,0.624,0.368,0.316,4.9,9.5,7.2,9.1,0.0,2.0,21.7,13.6,0.1,0.0,0.1,0.045,-1.1,-0.7,-1.7,0.0,4240200.0,5406255.0,0.0,0.0,0.0,0.0,1st Round Pick,9646455.0,Third Unit
Alex Len,C,Sacramento Kings,0.0,8.5,13.7,0.619,0.0,0.0,,8.5,13.7,0.619,2.3,3.3,0.7,8.5,12.4,20.8,1.6,0.7,4.2,3.6,6.8,19.2,120.0,106.0,26.0,9.0,150.0,20.3,0.636,0.0,0.23800000000000002,19.0,29.3,24.1,5.1,0.7,8.3,19.2,16.7,0.3,0.2,0.5,0.165,-0.7,0.1,-0.6,0.1,4160000.0,0.0,0.0,0.0,0.0,0.0,Room Exception,4160000.0,Third Unit
Anthony Tolliver,PF,Sacramento Kings,0.0,1.8,10.1,0.17600000000000002,1.2,8.9,0.133,0.6,1.2,0.5,0.6,1.2,0.5,1.2,5.4,6.5,1.8,2.4,0.6,2.4,3.6,5.4,57.0,111.0,34.0,9.0,82.0,0.3,0.252,0.882,0.11800000000000001,2.7,12.7,7.6,4.6,2.4,1.2,18.3,11.6,-0.2,0.1,-0.2,-0.099,-7.8,-0.9,-8.8,-0.1,2564753.0,0.0,0.0,0.0,0.0,0.0,Minimum Salary,2564753.0,Third Unit
Eric Mika,PF,Sacramento Kings,0.0,5.1,7.7,0.667,0.0,0.0,,5.1,7.7,0.667,5.1,5.1,1.0,5.1,12.8,18.0,0.0,0.0,0.0,0.0,12.8,15.4,173.0,113.0,25.0,1.0,19.0,14.0,0.773,0.0,0.667,11.6,30.5,20.8,0.0,0.0,0.0,0.0,8.9,0.1,0.0,0.1,0.222,-2.2,-0.9,-3.1,0.0,50752.0,0.0,0.0,0.0,0.0,0.0,NaN,50752.0,Third Unit
Jabari Parker,PF,Sacramento Kings,0.0,3.3,19.5,0.16699999999999998,0.0,3.3,0.0,3.3,16.3,0.2,6.5,6.5,1.0,0.0,13.0,13.0,6.5,0.0,0.0,0.0,3.3,13.0,81.0,113.0,24.0,1.0,15.0,4.0,0.29100000000000004,0.16699999999999998,0.33299999999999996,0.0,30.9,15.0,17.4,0.0,0.0,0.0,20.0,0.0,0.0,0.0,-0.079,-6.9,-3.4,-10.3,0.0,6500000.0,6500000.0,0.0,0.0,0.0,0.0,NaN,6500000.0,Third Unit
DeMarre Carroll,SF,San Antonio Spurs,0.0,3.2,10.3,0.31,1.1,4.6,0.231,2.1,5.7,0.375,4.3,7.1,0.6,2.5,8.5,11.0,3.9,0.7,0.7,3.6,7.1,11.7,88.0,115.0,33.0,15.0,135.0,5.0,0.43700000000000006,0.44799999999999995,0.69,5.6,19.2,12.4,10.2,0.7,1.3,20.9,15.4,-0.2,0.1,-0.1,-0.038,-6.0,-1.1,-7.1,-0.2,6842307.0,6167887.0,1252127.0,0.0,0.0,0.0,NaN,14262321.0,Third Unit
Keldon Johnson,SF,San Antonio Spurs,0.0,8.4,16.2,0.516,1.0,2.6,0.4,7.3,13.6,0.5379999999999999,3.7,5.2,0.7,2.6,6.3,8.9,3.1,2.6,0.5,1.6,4.7,21.4,117.0,112.0,20.0,9.0,92.0,16.6,0.579,0.161,0.32299999999999995,5.8,14.1,10.0,9.4,2.6,1.0,7.8,18.1,0.2,0.1,0.2,0.11900000000000001,-0.3,-0.6,-0.9,0.0,1950600.0,2048040.0,2145720.0,3873025.0,0.0,0.0,1st Round Pick,3998640.0,Third Unit
