Player,Pos,Age,Team,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Guaranteed,Salary 2018-19,Salary 2019-20,Salary 2020-21,Salary 2021-22,Salary 2022-23,Salary 2023-24
Nenê Hilário,C,36,Houston Rockets,42,546,11.9,0.552,0.026000000000000002,0.405,6.7,18.4,12.5,6.8,1.6,2.3,7.4,11.7,0.8,0.6,1.4,0.12300000000000001,-3.0,1.1,-2.0,0.0,3651480,3651480,0,0,0,0,0
George Hill,PG,32,Milwaukee Bucks,47,958,11.6,0.534,0.465,0.242,3.0,9.4,6.4,13.3,1.9,0.6,9.4,14.4,1.0,1.4,2.3,0.11699999999999999,-0.9,0.4,-0.5,0.4,40000000,19000000,1000000,0,0,0,0
Solomon Hill,SF,27,New Orleans Pelicans,44,878,6.8,0.49700000000000005,0.5670000000000001,0.18,4.1,11.5,7.8,7.6,1.2,0.9,13.9,10.4,0.1,0.4,0.5,0.028999999999999998,-2.1,-0.2,-2.3,-0.1,12252928,12252928,13258781,0,0,0,0
Aaron Holiday,PG,22,Indiana Pacers,50,646,11.9,0.518,0.485,0.191,0.9,10.4,5.8,19.3,1.6,1.8,12.3,21.9,0.1,0.8,0.9,0.065,-1.5,-1.1,-2.6,-0.1,4151160,1911960,2239200,2345640,3980551,0,0
Jrue Holiday,SG,28,New Orleans Pelicans,67,2402,19.4,0.555,0.313,0.23399999999999999,3.3,11.0,7.2,31.8,2.1,1.8,14.1,25.4,3.5,1.9,5.4,0.10800000000000001,2.9,-0.1,2.8,2.9,78238333,25976111,26131111,26131111,27020000,0,0
Justin Holiday,SG,29,Memphis Grizzlies,44,1282,8.9,0.509,0.509,0.157,2.3,11.3,6.7,7.1,2.1,1.1,12.2,16.3,-0.6,1.4,0.8,0.028999999999999998,-2.6,0.3,-2.2,-0.1,4384616,4384616,0,0,0,0,0
Rondae Hollis-Jefferson,SF,24,Brooklyn Nets,59,1234,12.5,0.46399999999999997,0.10099999999999999,0.376,7.1,19.2,13.2,11.7,1.7,1.7,10.7,21.6,-0.5,1.7,1.2,0.047,-4.3,1.2,-3.0,-0.3,2470357,2470357,0,0,0,0,0
Richaun Holmes,C,25,Phoenix Suns,70,1184,20.7,0.647,0.0,0.479,10.6,20.5,15.5,7.9,1.7,5.6,10.5,17.9,3.1,1.1,4.3,0.17300000000000001,-0.1,1.5,1.4,1.0,1600520,1600520,0,0,0,0,0
Rodney Hood,SG,26,Portland Trail Blazers,27,659,10.9,0.5489999999999999,0.387,0.18899999999999997,1.2,6.0,3.6,7.1,1.5,0.9,7.5,16.3,0.6,0.5,1.1,0.077,-0.5,-1.2,-1.7,0.0,9190887,3472887,0,0,0,0,0
Al Horford,C,32,Boston Celtics,68,1973,20.2,0.605,0.281,0.131,6.5,18.3,12.4,21.2,1.4,3.9,11.8,18.9,4.5,2.9,7.5,0.18100000000000002,2.1,2.7,4.8,3.4,28928710,28928710,0,0,0,0,0
Danuel House,SF,25,Houston Rockets,39,979,12.2,0.6459999999999999,0.706,0.282,2.8,13.3,7.9,5.9,1.1,1.0,11.0,14.1,1.6,0.7,2.3,0.113,0.4,-1.1,-0.6,0.3,11094003,94003,0,0,0,0,0
Dwight Howard,C,33,Washington Wizards,9,230,17.4,0.638,0.0,0.696,11.1,28.3,19.6,2.6,1.4,1.5,15.1,19.6,0.4,0.2,0.6,0.124,-2.9,-2.3,-5.2,-0.2,5337000,5337000,5603850,0,0,0,0
Kevin Huerter,SG,20,Atlanta Hawks,75,2048,10.1,0.5329999999999999,0.537,0.085,3.0,9.7,6.3,14.5,1.5,1.1,13.8,15.7,0.7,0.7,1.5,0.034,-0.9,-1.0,-1.9,0.1,4887240,2250960,2636280,2761920,4253357,0,0
Isaac Humphries,C,21,Atlanta Hawks,5,56,3.4,0.35700000000000004,0.524,0.0,7.4,13.4,10.3,0.0,0.8,0.0,0.0,15.2,-0.1,0.0,-0.1,-0.047,-6.5,-6.3,-12.8,-0.2,47371,47371,0,0,0,0,0
Chandler Hutchison,SF,22,Chicago Bulls,44,895,8.8,0.507,0.239,0.182,3.7,18.9,11.2,5.3,1.2,0.6,10.0,12.2,0.0,0.6,0.6,0.03,-3.9,-0.4,-4.3,-0.5,4323840,1991520,2332320,2443440,4019459,0,0
Serge Ibaka,C,29,Toronto Raptors,74,2010,18.7,0.5820000000000001,0.193,0.20199999999999999,8.6,23.2,16.1,7.7,0.7,4.3,10.7,22.9,2.8,3.3,6.1,0.146,-0.7,1.2,0.5,1.3,44938271,21666667,23271604,0,0,0,0
Andre Iguodala,SF,35,Golden State Warriors,68,1578,13.1,0.5870000000000001,0.47700000000000004,0.222,3.4,13.2,8.5,16.8,1.8,2.7,13.6,10.4,2.4,1.8,4.2,0.129,0.2,1.7,1.9,1.6,16000000,16000000,17185185,0,0,0,0
Ersan İlyasova,PF,31,Milwaukee Bucks,67,1231,11.6,0.5479999999999999,0.42,0.19399999999999998,8.2,16.2,12.5,5.5,1.2,1.4,10.4,15.7,1.2,1.9,3.0,0.11900000000000001,-1.5,0.1,-1.3,0.2,14000000,7000000,7000000,7000000,0,0,0
Joe Ingles,PF,31,Utah Jazz,82,2568,13.4,0.581,0.602,0.153,1.5,12.2,7.0,26.1,1.8,0.6,18.4,17.5,2.5,3.6,6.0,0.113,1.0,0.8,1.8,2.5,35863638,13045455,11954546,10863637,0,0,0
Andre Ingram,SG,33,Los Angeles Lakers,4,15,-11.9,0.0,0.5,0.0,7.0,6.7,6.9,0.0,3.1,0.0,14.3,19.3,-0.1,0.0,-0.1,-0.408,-16.9,-3.0,-19.9,-0.1,76236,76236,0,0,0,0,0
Brandon Ingram,SF,21,Los Angeles Lakers,52,1760,13.4,0.555,0.129,0.396,2.5,13.0,7.8,12.9,0.7,1.4,13.1,23.2,0.6,1.4,2.0,0.055,-2.2,-0.6,-2.8,-0.3,5757120,5757120,7265485,0,0,0,0
Kyrie Irving,PG,26,Boston Celtics,67,2214,24.3,0.5920000000000001,0.35,0.19699999999999998,3.4,12.7,8.1,35.0,2.2,1.4,11.3,29.6,6.2,2.9,9.1,0.19699999999999998,6.0,0.4,6.4,4.7,20099189,20099189,0,0,0,0,0
Jonathan Isaac,PF,21,Orlando Magic,75,1996,13.0,0.537,0.435,0.221,5.2,17.0,11.0,5.7,1.4,4.1,10.1,16.3,0.9,3.1,4.0,0.096,-1.9,2.0,0.1,1.1,10775520,4969080,5806440,7362566,0,0,0
Wesley Iwundu,SF,24,Orlando Magic,68,1233,8.7,0.531,0.28800000000000003,0.376,3.2,13.0,8.0,7.9,1.1,1.5,12.1,12.8,0.5,1.4,1.9,0.073,-3.4,0.7,-2.7,-0.2,2996762,1378242,1618520,0,0,0,0
Frank Jackson,PG,20,New Orleans Pelicans,61,1169,9.4,0.517,0.37799999999999995,0.163,2.2,9.5,5.9,8.0,1.0,0.1,9.1,18.5,0.1,0.4,0.4,0.018000000000000002,-2.2,-2.8,-5.0,-0.9,2996762,1378242,1618520,0,0,0,0
Jaren Jackson,PF,19,Memphis Grizzlies,58,1515,16.4,0.591,0.24100000000000002,0.33399999999999996,5.3,15.0,10.1,7.2,1.7,5.1,12.7,22.8,1.2,2.2,3.3,0.105,-1.4,1.4,0.1,0.8,12842520,5915040,6927480,7257360,9180560,0,0
Josh Jackson,SG,21,Phoenix Suns,79,1988,10.6,0.48700000000000004,0.268,0.253,3.6,15.9,9.7,14.1,1.8,2.3,15.6,23.9,-2.8,1.1,-1.7,-0.04,-4.3,-0.5,-4.8,-1.4,6041520,6041520,7059480,8930242,0,0,0
Justin Jackson,SF,23,Dallas Mavericks,29,531,13.9,0.584,0.45299999999999996,0.153,3.9,9.4,6.7,8.4,0.8,0.2,3.3,17.0,1.0,0.3,1.3,0.114,0.7,-2.1,-1.4,0.1,6088800,2807880,3280920,5029650,0,0,0
Reggie Jackson,PG,28,Detroit Pistons,82,2289,15.2,0.547,0.45,0.225,2.1,8.5,5.2,24.7,1.2,0.3,11.4,24.5,3.1,1.9,5.0,0.105,1.8,-2.0,-0.3,1.0,35130434,17043478,18086956,0,0,0,0
LeBron James,SF,34,Los Angeles Lakers,55,1937,25.6,0.588,0.299,0.382,3.1,21.3,12.4,39.4,1.7,1.4,13.3,31.6,4.7,2.6,7.2,0.179,6.2,1.9,8.1,4.9,112310573,35654150,37436858,39219565,41002273,0,0
John Jenkins,SG,27,Washington Wizards,4,14,20.5,1.5,1.0,0.0,0.0,7.9,3.9,9.9,0.0,0.0,0.0,6.1,0.1,0.0,0.1,0.20199999999999999,7.4,-5.3,2.2,0.0,99290,99290,0,0,0,0,0
John Jenkins,SG,27,New York Knicks,22,319,9.3,0.518,0.544,0.175,1.9,10.1,5.9,9.9,0.0,0.5,7.5,16.1,0.2,0.0,0.2,0.024,-2.1,-3.5,-5.6,-0.3,198580,198580,0,0,0,0,0
Jonas Jerebko,PF,31,Golden State Warriors,73,1218,13.5,0.588,0.53,0.225,6.6,18.1,12.6,10.1,1.1,1.2,9.9,15.2,2.1,1.2,3.3,0.13,0.6,-0.6,0.0,0.6,2165481,2165481,0,0,0,0,0
Alize Johnson,PF,22,Indiana Pacers,14,64,6.3,0.33299999999999996,0.125,0.5,7.1,25.5,16.5,2.0,0.8,4.2,0.0,13.3,-0.1,0.1,0.0,0.027000000000000003,-8.3,0.2,-8.1,-0.1,2255316,838464,1416852,0,0,0,0
Amir Johnson,C,31,Philadelphia 76ers,51,529,13.1,0.574,0.255,0.261,9.7,19.5,14.7,16.0,1.4,1.9,20.5,17.4,0.4,0.7,1.1,0.098,-1.4,0.6,-0.7,0.2,2393887,2393887,0,0,0,0,0
B.J. Johnson,SF,23,Atlanta Hawks,6,43,14.0,0.622,0.375,0.125,4.8,15.0,9.8,0.0,2.1,0.0,10.6,17.9,0.0,0.0,0.1,0.076,-3.1,-5.4,-8.5,-0.1,94742,94742,0,0,0,0,0
James Johnson,PF,31,Miami Heat,55,1164,10.9,0.522,0.39299999999999996,0.185,2.0,14.1,8.0,17.0,1.5,2.1,15.3,17.8,0.0,1.5,1.5,0.062,-2.5,0.9,-1.6,0.1,30001100,14651700,15349400,16047100,0,0,0
Stanley Johnson,SF,22,New Orleans Pelicans,18,247,8.9,0.496,0.374,0.14300000000000002,3.8,13.7,8.8,15.1,2.3,0.3,21.2,20.4,-0.3,0.2,-0.1,-0.027999999999999997,-3.8,-0.9,-4.7,-0.2,3940402,3940402,0,0,0,0,0
Tyler Johnson,PG,26,Phoenix Suns,13,406,12.8,0.506,0.44799999999999995,0.312,4.0,10.3,7.1,18.6,1.6,1.2,9.0,16.5,0.4,0.1,0.5,0.06,-0.4,-1.3,-1.7,0.0,38490740,19245370,19245370,0,0,0,0
Wesley Johnson,SF,31,Washington Wizards,12,157,2.0,0.37200000000000005,0.65,0.25,1.4,11.2,6.2,5.6,0.6,2.7,11.9,13.6,-0.3,0.0,-0.2,-0.075,-6.3,-1.5,-7.7,-0.2,6134520,6134520,0,0,0,0,0
Nikola Jokić,C,23,Denver Nuggets,80,2504,26.3,0.589,0.22399999999999998,0.292,9.8,27.6,18.7,37.0,2.1,1.9,15.4,27.4,7.5,4.3,11.8,0.226,5.7,3.8,9.5,7.3,142710045,24605181,26573595,28542009,30510423,32478837,0
Damian Jones,C,23,Golden State Warriors,24,410,15.3,0.72,0.0,0.5,8.4,11.0,9.8,8.7,1.4,5.1,15.1,11.1,1.0,0.5,1.5,0.17300000000000001,0.5,2.5,3.0,0.5,1544951,1544951,2305057,0,0,0,0
Derrick Jones,SF,21,Miami Heat,60,1153,14.0,0.5589999999999999,0.281,0.377,8.8,13.3,11.1,4.7,1.9,3.3,10.2,15.6,1.2,1.7,2.9,0.121,-1.3,1.5,0.2,0.6,1512601,1512601,1645357,0,0,0,0
Jemerrio Jones,SF,23,Los Angeles Lakers,6,143,12.1,0.39799999999999996,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0.0,0.2,0.2,0.084,-2.9,3.7,0.8,0.1,52108,52108,1416852,0,0,0,0
Terrence Jones,PF,27,Houston Rockets,2,5,-15.8,0.225,0.5,0.25,0.0,90.3,44.2,0.0,0.0,0.0,18.4,47.2,-0.1,0.0,-0.1,-0.6609999999999999,-36.1,-16.2,-52.3,-0.1,198580,198580,0,0,0,0,0
Tyus Jones,PG,22,Minnesota Timberwolves,68,1560,13.7,0.491,0.28300000000000003,0.155,1.6,7.7,4.6,28.3,2.5,0.3,9.0,14.1,2.1,0.9,3.0,0.091,-0.3,-1.5,-1.8,0.1,2444053,2444053,0,0,0,0,0
DeAndre Jordan,C,30,New York Knicks,19,493,22.1,0.6809999999999999,0.0,0.537,13.3,33.0,22.9,18.2,0.9,3.4,21.6,16.8,1.3,0.6,1.9,0.18100000000000002,0.6,2.9,3.6,0.7,22900000,22900000,0,0,0,0,0
Cory Joseph,PG,27,Indiana Pacers,82,2063,11.0,0.474,0.312,0.078,2.1,12.6,7.5,20.7,2.2,0.9,12.4,13.7,0.5,2.9,3.5,0.081,-2.0,1.4,-0.5,0.8,7945000,7945000,0,0,0,0,0
Frank Kaminsky,C,25,Charlotte Hornets,47,755,16.8,0.5870000000000001,0.466,0.359,5.5,18.1,11.7,12.9,0.8,1.4,10.6,22.1,1.3,0.5,1.8,0.114,1.1,-1.9,-0.9,0.2,3627842,3627842,0,0,0,0,0
Enes Kanter,C,26,New York Knicks,44,1128,21.8,0.585,0.047,0.276,15.5,27.5,21.4,13.1,0.8,1.3,13.1,22.9,2.4,0.9,3.4,0.14300000000000002,1.0,-0.2,0.8,0.8,18622514,18622514,0,0,0,0,0
Enes Kanter,C,26,Portland Trail Blazers,23,512,23.5,0.614,0.055999999999999994,0.316,18.3,22.8,20.6,9.9,1.3,1.4,13.7,23.4,1.5,0.6,2.1,0.196,2.5,-0.3,2.3,0.6,653556,653556,0,0,0,0,0
Luke Kennard,SG,22,Detroit Pistons,63,1437,11.9,0.56,0.517,0.11699999999999999,0.9,13.5,7.0,12.3,0.9,0.6,9.4,18.1,1.3,1.3,2.5,0.085,-0.5,-1.0,-1.5,0.2,7102440,3275280,3827160,5273826,0,0,0
Michael Kidd-Gilchrist,PF,25,Charlotte Hornets,64,1179,13.3,0.5529999999999999,0.142,0.37,7.9,14.8,11.3,7.4,1.3,2.9,10.0,15.7,1.5,1.0,2.5,0.1,-1.7,0.4,-1.3,0.2,26000000,13000000,13000000,0,0,0,0
Maxi Kleber,PF,27,Dallas Mavericks,71,1502,13.1,0.579,0.565,0.192,6.5,16.9,11.7,6.8,1.2,4.4,11.4,13.5,1.6,1.8,3.5,0.111,-0.8,2.3,1.5,1.3,35378242,1378242,0,0,0,0,0
Brandon Knight,PG,27,Cleveland Cavaliers,27,618,10.5,0.515,0.455,0.10800000000000001,1.5,7.7,4.5,15.1,1.5,0.3,10.1,17.6,0.3,0.0,0.2,0.019,-1.0,-2.9,-3.8,-0.3,30275000,14631250,15643750,0,0,0,0
Kevin Knox,PF,19,New York Knicks,75,2158,8.7,0.475,0.39799999999999996,0.247,2.9,13.6,8.1,6.0,1.0,0.9,10.1,22.3,-2.2,0.9,-1.3,-0.03,-3.6,-2.4,-6.0,-2.2,8120040,3739920,4380120,4588680,5845978,0,0
Furkan Korkmaz,SG,21,Philadelphia 76ers,48,679,11.5,0.528,0.588,0.18,2.6,13.8,8.3,10.7,2.0,0.2,8.6,17.9,0.4,0.7,1.1,0.079,-0.8,-1.5,-2.2,0.0,1740000,1740000,0,0,0,0,0
Luke Kornet,PF,23,New York Knicks,46,784,14.8,0.531,0.682,0.163,3.6,14.6,9.0,10.5,1.7,4.5,7.6,17.9,0.6,0.7,1.4,0.083,0.1,0.6,0.7,0.5,1619000,1619000,0,0,0,0,0
Kyle Korver,SG,37,Utah Jazz,54,1083,11.2,0.569,0.722,0.14,0.9,12.2,6.7,8.6,1.0,0.7,8.9,18.7,0.8,1.3,2.0,0.091,0.1,-1.0,-1.0,0.3,7560000,7560000,3440000,0,0,0,0
Kosta Koufos,C,29,Sacramento Kings,42,502,12.3,0.47700000000000004,0.0,0.157,10.4,26.3,18.2,9.5,1.4,3.1,14.2,15.7,0.0,0.7,0.7,0.063,-4.3,1.8,-2.5,-0.1,8739500,8739500,0,0,0,0,0
Rodions Kurucs,SF,20,Brooklyn Nets,63,1294,11.0,0.545,0.41,0.205,4.6,15.4,10.0,6.0,1.5,1.5,13.6,18.4,0.1,1.5,1.6,0.059000000000000004,-2.6,0.2,-2.4,-0.1,5097708,1618320,1699236,1780152,1861068,0,0
Kyle Kuzma,PF,23,Los Angeles Lakers,70,2314,14.0,0.546,0.38799999999999996,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.8,1.2,1.9,3.1,0.065,-0.3,-1.3,-1.7,0.2,3664440,1689840,1974600,3562178,0,0,0
Skal Labissière,PF,22,Portland Trail Blazers,9,63,22.6,0.716,0.105,0.316,8.7,23.2,16.1,11.9,2.3,3.8,15.6,17.2,0.2,0.1,0.3,0.21600000000000003,1.7,2.4,4.2,0.1,3883798,1544951,2338847,0,0,0,0
Jeremy Lamb,SG,26,Charlotte Hornets,79,2250,17.3,0.552,0.337,0.266,3.1,18.1,10.4,11.9,1.9,1.2,6.8,22.5,3.3,2.0,5.3,0.113,0.6,-0.6,0.1,1.2,7488372,7488372,0,0,0,0,0
Zach LaVine,SG,23,Chicago Bulls,63,2171,18.7,0.574,0.28300000000000003,0.33,2.0,12.9,7.4,22.6,1.3,1.0,14.2,30.5,1.7,1.1,2.8,0.062,1.8,-1.7,0.0,1.1,78000000,19500000,19500000,19500000,19500000,0,0
Jake Layman,SF,24,Portland Trail Blazers,71,1327,13.5,0.594,0.42700000000000005,0.16699999999999998,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,0.111,0.4,-0.6,-0.3,0.6,1544951,1544951,0,0,0,0,0
T.J. Leaf,PF,21,Indiana Pacers,58,522,16.9,0.5720000000000001,0.16899999999999998,0.16899999999999998,9.3,17.1,13.3,6.9,0.8,3.2,5.8,17.5,0.9,0.7,1.6,0.14800000000000002,-1.0,0.0,-1.0,0.1,5220840,2407560,2813280,4326825,0,0,0
Courtney Lee,SG,33,Dallas Mavericks,22,268,8.3,0.47,0.47600000000000003,0.085,1.2,9.5,5.4,11.4,2.4,0.3,9.6,15.1,-0.1,0.3,0.2,0.027999999999999997,-3.3,-0.3,-3.6,-0.1,25013450,12253780,12759670,0,0,0,0
Walt Lemon,PG,26,Chicago Bulls,6,167,16.3,0.46799999999999997,0.057,0.126,2.6,15.1,8.8,30.3,3.2,0.5,9.8,26.6,-0.1,0.2,0.1,0.026000000000000002,-1.5,0.1,-1.4,0.0,99107,99107,0,0,0,0,0
Alex Len,C,25,Atlanta Hawks,77,1544,17.2,0.575,0.315,0.33299999999999996,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1.0,3.2,0.1,-0.1,-0.8,-0.9,0.4,8510000,4350000,4160000,0,0,0,0
Kawhi Leonard,SF,27,Toronto Raptors,60,2040,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1.0,8.4,30.3,6.1,3.4,9.5,0.22399999999999998,4.3,0.7,5.0,3.6,23114067,23114067,0,0,0,0,0
Meyers Leonard,C,26,Portland Trail Blazers,61,878,15.8,0.675,0.45899999999999996,0.21100000000000002,6.1,21.8,14.2,11.8,0.7,0.8,14.0,14.8,2.1,0.9,3.0,0.16399999999999998,1.8,-0.4,1.4,0.8,10595506,10595506,11286515,0,0,0,0
Jon Leuer,PF,29,Detroit Pistons,41,402,13.2,0.616,0.09699999999999999,0.27399999999999997,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.9,-0.1,-3.0,-0.1,10002681,10002681,3169348,3169348,3169347,0,0
Caris LeVert,SF,24,Brooklyn Nets,40,1063,14.9,0.509,0.319,0.255,3.5,11.4,7.5,23.2,1.9,1.0,11.4,24.0,0.5,1.2,1.7,0.077,-0.3,0.1,-0.2,0.5,4328518,1702800,2625718,0,0,0,0
Damian Lillard,PG,28,Portland Trail Blazers,80,2838,23.7,0.588,0.419,0.335,2.6,11.1,7.0,30.6,1.5,1.0,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-1.1,5.5,5.4,285406963,27977689,29802321,31626953,43750000,47250000,50750000
Jeremy Lin,PG,30,Atlanta Hawks,51,1003,15.9,0.594,0.342,0.435,1.6,11.0,6.2,26.7,1.8,0.6,17.6,22.6,1.5,0.4,1.9,0.092,0.1,-2.4,-2.3,-0.1,13768421,13768421,0,0,0,0,0
Jeremy Lin,PG,30,Toronto Raptors,23,433,8.2,0.46399999999999997,0.355,0.271,1.5,13.1,7.5,15.7,1.0,1.1,13.0,19.8,-0.3,0.5,0.2,0.02,-3.9,-0.6,-4.5,-0.3,697000,697000,0,0,0,0,0
Shaun Livingston,PG,33,Golden State Warriors,64,967,11.7,0.555,0.01,0.243,4.9,7.9,6.5,14.8,1.5,2.3,14.1,12.0,1.2,0.9,2.0,0.10099999999999999,-1.9,0.5,-1.5,0.1,10974358,8307692,666667,666667,666666,0,0
Kevon Looney,C,22,Golden State Warriors,80,1481,17.3,0.636,0.028999999999999998,0.303,14.6,15.4,15.0,10.9,1.5,3.0,11.5,12.8,4.2,1.8,6.0,0.19399999999999998,1.9,1.8,3.7,2.1,11196637,1567007,0,0,0,0,0
Brook Lopez,C,30,Milwaukee Bucks,81,2322,14.6,0.597,0.6509999999999999,0.16899999999999998,1.5,15.0,8.7,5.7,1.0,6.5,8.9,16.7,2.3,4.3,6.7,0.138,-0.2,2.9,2.7,2.8,55382000,3382000,0,0,0,0,0
